"SEUCI","COUNTRY","ORDER_AMOUNT","UNIT_AMOUNT"
BX0DBD4WLNZZKBP3,CL,11,72
BXP0TCTE55WEMD6E,CL,50,151
BZO8WEYRAODVDNHR,CL,18,50
C0GATSBOBAK6Q45N,CL,22,45
C5SX5WFJAS7G7BDN,CL,18,54
C6447XFA9XZA0BHP,CL,82,110
C997MKUTZIHQCKIG,CL,24,38
CAUMKPRWEFXDEITF,CL,21,89
CEQK3EI8TV6DIAB9,CL,17,52
CEZUJ2QMR8IHLOR8,CL,33,60
CMUS2RCTJGK5LEZG,CL,22,38
CN3JJLAMV9GU2YDF,CL,24,46
COFSKXM64E5VJUWH,CL,30,84
CPC1Q1RWWQRXG1S5,CL,40,99
CXLREPWAOQW8INRH,CL,27,65
CY45L8AMIFUN1N84,CL,27,25
CZZMG5FJK2F845IG,CL,20,58
D4KR13T7ORHGT621,CL,17,76
D9RP0HXJMCGKMCBZ,CL,37,88
DAT8CPENOAAFN4BC,CL,9,59
DCRDH6YSTGROQK2W,CL,66,152
DDK4ANITDHVMQE8U,CL,13,54
DDMQKAWHFCATM9Z0,CL,19,125
DFOAAN2DRL6AVRIX,CL,52,90
DJTMR08TZI370OIG,CL,22,15
DK0DZ65U2T3VEJ0R,CL,38,82
DLVR2LBEYKDUBLP8,CL,15,60
DM9QFBEFAV6OD5AR,CL,26,22
DMEA3WNQ1YT7EUC9,CL,28,53
DN5OC77CS8E99C58,CL,8,61
DPAIXI6APMANROC7,CL,33,53
DS8A8RZGUTR396XO,CL,18,51
DUSMJNTLW62K5FCC,CL,41,13
E39B8MHE2PX6JHRG,CL,22,80
E45FPBF5XGM3I4O1,CL,13,60
E6Y1597JFRS7OTO4,CL,20,66
E6YWEFTVJAWLJYS7,CL,24,36
E9BJGTZOYAHOEI07,CL,11,56
E9XXA4ZU5DV19D0D,CL,31,17
EA6RTI92ZXN47JQ6,CL,25,46
EAV06FPLY0XSSQNH,CL,7,55
ED7PQNFKNSB4XM6W,CL,21,27
EFQ42XUT3BTF4CT1,CL,23,34
EHPQ36XY2LIXH7MY,CL,22,27
EHWZWLCIPLDMAY2O,CL,41,41
EKJAGEUA3MFC69JK,CL,32,97
EMUON8O678NQAZSS,CL,22,24
ENAMA7V0C2LMB482,CL,21,28
ENLPTFKWTEAU0ACJ,CL,25,44
ES8SCO4HRAU0HKY4,CL,25,95
ESUOMZVVYQL70PC7,CL,30,39
ET6DH4CMHW11MWGK,CL,17,53
EWNMI32ADN1M6NPH,CL,16,75
EX5BLHZYIJVU47LW,CL,27,14
EYXEZJQPIOMAXU33,CL,26,55
EZGP85G4RFXTMM0L,CL,21,30
F1GS84CCBSMML66O,CL,22,35
F2W6HYV65TTPI581,CL,25,26
F33OYGWXGHUH9KQK,CL,23,20
F3JS5MFNY69UECY8,CL,23,46
FF3L3S56KQV5GP3O,CL,18,63
FM3Z988D3F7DWKCB,CL,13,52
FPCMMYRFJSV1UOCG,CL,16,52
FPE7BY52GFX702BQ,CL,34,51
FRVG5GOE3OMIYR4B,CL,17,64
FXY7JGSX69B060WJ,CL,21,42
FZ7TJ88EA8IEVIK6,CL,31,80
G0N2M6PW9DV0ET7K,CL,27,38
G12VX0YXKI76510I,CL,20,79
G42U57HKHUSTP5YY,CL,26,36
G50SZXHK7APN2WAQ,CL,29,37
G64KYDW3RDYVVG2M,CL,41,128
GCKX0QRMORSVBSE3,CL,20,87
GF3G7KCX4B0ZUB0I,CL,8,51
GGRZZ59WOYDN5F2K,CL,47,70
GHHHJKUSUES69C7D,CL,7,54
GJALR0GSEAAPUVDX,CL,34,17
GJE51G112NWN2LGA,CL,28,83
GJYV40RDWJH82KWJ,CL,25,47
GQDLGPDT7L1VUZZH,CL,21,41
GT828V7XTIROL5L1,CL,31,49
GVVNMK43GLT89QO3,CL,30,29
H0KWUZ7LICQBKX6E,CL,13,68
H2H8C2QSQDIFJWPR,CL,21,17
H68VIDUNI28S1QJ3,CL,30,54
H7ZY05Z7IZ6T3GZ9,CL,22,47
H8471JJK3B2BWQBC,CL,24,30
H8FJI1V76XV3A5IE,CL,22,138
H93AS2C844R8J8JA,CL,36,50
HAYTABBGQB12S1AX,CL,32,48
HB70FTGYMWVIU7QH,CL,18,51
HCR59FATZE6MJUX8,CL,31,60
HE5D58QBI9IQSQ5R,CL,26,40
HF0RTLODQYD2SV31,CL,27,12
HGPEG04RZAFYRVEV,CL,29,115
HJOLYI25ZEPTCWWQ,CL,9,51
HKILGZOOIUN4B3JJ,CL,42,85
HLWRGEE4OU1KVEF6,CL,26,70
HM1B9HYHSHVX06U8,CL,12,82
HN21VP1G9174CAA9,CL,38,82
HO4VZ0U02O1X88F6,CL,22,48
HR658J89FRBG9LCK,CL,13,53
HT91R6X4ZYI0Y01S,CL,28,88
HXZF3I1YS61M3F3J,CL,23,37
I0XU96XP4BC4CBMN,CL,28,62
I17H5UAG9EBQK6VO,CL,22,33
I1KDR7MVCLRTLNS1,CL,21,32
I1LBEZAVM9NRS224,CL,14,72
I5NN89L5H46A7A6D,CL,23,66
I91TDJBWNZ5KLMZI,CL,24,18
IA2XAB8GXQ8B6NLG,CL,53,59
IBQ1FV34BQHMUAIJ,CL,29,12
IBV2REF0PAGP304I,CL,16,62
IC75HIYFBDVKKS25,CL,11,56
IDUPX6TG0GPY9U9F,CL,11,57
IET75CX7RK337TVD,CL,21,30
IFA5ZP2RSQEVCD45,CL,4,55
IFN381AHD3CQ692V,CL,8,51
IGICBSE885LATX4Z,CL,7,54
IH7FAPBZG84WL1HR,CL,46,217
IHHLMR4EJSM299MI,CL,15,109
IK2ZMB7OUERYAE40,CL,6,76
ILJMOX4ALNAIIIXO,CL,27,26
IMHN86A723JK9OVR,CL,24,92
ISIESEONI23897T4,CL,46,86
ISPN4FQVYEMWUZOQ,CL,49,81
IWE6Q1LU1Y7JY0R5,CL,62,136
J0YV18KCUZT199LR,CL,12,65
J1K4ZQSO0704DIPW,CL,23,30
J1RCUMSWM4XCZB2W,CL,31,149
J8QHDP0OKLZR7HQT,CL,9,51
J9Z6RQWGOZF8U4L5,CL,7,53
JB7P2PAGHG4KKCG3,CL,28,41
JCPIYU897MIRMCMU,CL,18,56
JHXOCY9II48QDVC7,CL,26,114
JIFYGCQ2SCYC4EAL,CL,29,79
JPZDK13543YNGLID,CL,29,69
JT5MDU40JMKLDAJK,CL,22,19
JT9A5NHW0ZECJR6H,CL,25,37
JU5AY1Q28XIF06NX,CL,27,130
JXFYXI85C4SY4A4W,CL,19,59
JY69ZEDEV9TDSSZV,CL,27,20
K5JYCJ50CD6D5L3G,CL,23,59
K6BP2EL2UV83NEDI,CL,7,51
KCL0Z62E5QKBEFOZ,CL,23,38
KDFMS8962O4D9QOT,CL,17,62
KDMCZ2LIMEL7776W,CL,21,31
KE0LO65DMKOH4VZW,CL,7,52
KF5ARMTEFE10QYB5,CL,147,62
KJ8477TOFZAS3ENF,CL,16,78
KLTY7FJFIP72I8C5,CL,23,10
KM9FVVMJPZZZTDW4,CL,25,52
KMQY1BOQDR1K58SO,CL,29,49
KNHRC2JG7K53PTG5,CL,47,40
KO5Q1BSTGNJR72JX,CL,22,35
KOMNY4U2ERHW7O8O,CL,20,53
KORLOU9SSUCT4DI8,CL,55,77
KR21M7NKYDQNXE50,CL,22,61
KX93V770AO7LJMIX,CL,11,54
KYYM68RQAWJHSQHS,CL,21,63
KZ6QL93FAU3AAGD6,CL,19,71
L49SWRETDITYBZRS,CL,11,54
L9DZ489ZTGN6AZRE,CL,13,71
LAKW5LAAVA96TE23,CL,29,46
LB6QX26EDS194VSR,CL,23,39
LFMPVDZNNAP6URON,CL,20,51
LGQFJM29F71F8T5U,CL,25,12
LGX9ZNU7X9A522S4,CL,21,42
LMGOKKU1SORZF8W0,CL,32,38
LPTEI50N3HM1ZB7W,CL,54,32
LRI63BI9WXC6WMJO,CL,22,39
LSD474TRIN7YJYAY,CL,23,62
LSDCPKGIXUQFKOIA,CL,37,7
LX2M4KVPYLAZGXL2,CL,24,25
LY50RO80ZTYEN5EA,CL,12,65
M3PSQMKE0RKH8DPN,CL,9,56
M4R669D2L9DU3CQ2,CL,16,55
M5WGCAK36M5J0AIB,CL,12,67
M6JOWC5ISPSSYNJ4,CL,38,50
M7J7U19H1ORVYJJ2,CL,41,27
M88CDY3XB5JXBK3D,CL,25,24
M9XU751L6RKO4SSS,CL,17,52
MDZ264ULTC0TKQH6,CL,66,25
MI5GI24UCNFW6B7D,CL,12,54
MJ0I0AL0YIL6BKKE,CL,17,80
MN4E4E4VH93KLRY0,CL,29,37
MN9JKCJSB3UPIU9D,CL,21,27
MPOVM0855Z58H592,CL,40,21
MRM022NHATEPCBIF,CL,18,61
MRQAJ3RLCX62BYGK,CL,12,91
MSZOX7XUDB3XWDQC,CL,37,37
MWZC1CJSC53OUSMA,CL,24,183
MXIJ6W6UU7JY0I8X,CL,24,36
MY8EEMTSQFGLKR0C,CL,18,70
MYD53Z6TQQLR7VJL,CL,48,79
N3KQSU8JR51NE37E,CL,28,70
N3XKQLFWFVC10I89,CL,34,57
N40EYD68LLN7P0EZ,CL,29,24
N608PUY5M92CQKYA,CL,15,51
N734VV554O1TUA3J,CL,17,74
N8FGTQ7Z3S4QD4FX,CL,35,46
N8NRDTQW6NXK293G,CL,17,51
N8QOIZ0BROKY42AB,CL,25,44
N8Z4A2RM7RQ4A7LR,CL,24,16
NBMW9F3QA16BT3A7,CL,28,53
NFANDJOYEOKX7JBM,CL,25,46
NHSVSIIQ05M7GI6Q,CL,19,58
NJFMPPBXNIQ0CVX5,CL,21,21
NKY3B5BBRW1HKUYD,CL,34,8
NLH3NO36KEKPPI7M,CL,14,50
NOEDZ6QLQ7ZWJHQ6,CL,38,73
NT8WVGTJXVUHXG67,CL,26,70
NUC9PTOP15UM9GXB,CL,24,32
NVDWXYXRW6MYCY7D,CL,7,53
NY7RDSQ9AYQT3QLB,CL,13,52
O0G7D1MFIR1GJB76,CL,27,110
O0ZULS115M2VW429,CL,25,58
O3MQR07K079IAL2R,CL,20,63
O5J09W4WMEZ86J4L,CL,10,56
OC8WIBH0VKA67JYQ,CL,33,163
OEZDIDX0NBATBCHQ,CL,114,256
ON6WWO8H7NZNLGTN,CL,21,35
OOYO6TSQOYI3T9DD,CL,29,31
OSWHCK3E458XLZ23,CL,18,57
OT18W6AO45QZK3B0,CL,24,48
OT3R6DRU47CVD6D7,CL,9,61
OTHPZBMAABLVU0QD,CL,20,57
OWF7I8URM1AJXZDY,CL,7,61
P49A1M6BMVKJMSQB,CL,24,9
P57J02TWYN571TJ6,CL,14,100
P8NRGT1RTFP284KJ,CL,11,57
P9K9VI7CS3URAQRQ,CL,19,65
PAMVRQLVQ9SIE1L1,CL,33,60
PB3G4E4W1SD2HUVI,CL,42,34
PB52FM6GPFA1YKOI,CL,38,40
PBQ0KS2BQR5VWEXI,CL,21,19
PCC84YUK90QJB19W,CL,23,30
PDAVNFQ9LC2LX44U,CL,38,69
PET7IN3IUKGSEGEB,CL,9,62
PKFHNY5S6R7GVMP9,CL,29,58
PKVBFNMPF57J5EZ2,CL,37,94
PNEX35VBPMP8CXI6,CL,294,116
PONWTX7PGXA2ZUAT,CL,12,57
PQJ6A59KBKECJXAV,CL,47,71
PSQX34OTIRY2Z29G,CL,29,87
PUL8FVX6ZR4P33GD,CL,24,145
PUZKX5Y2ZRP3HPTK,CL,24,43
PWXN81QP82CTZ6F3,CL,12,50
PX218YT96M5SYDFT,CL,24,42
Q1ZM7WDTC3K9IZ0U,CL,20,70
Q4MB2A8Z392R8ONW,CL,19,68
Q7Z1WD1MBU8LG15F,CL,33,38
QDAUKE1KT6I03HS4,CL,28,23
QDWDJVHGLH1CBGJM,CL,7,52
QFGRUM29GFY3HVFQ,CL,76,122
QGHRWQGZ8CNTLR7E,CL,17,55
QHXJ9P2WZ523XGPF,CL,34,15
QI7ZI9Q8DND34URL,CL,32,47
QIPUNBFWBLM7TIK7,CL,23,8
QIYJ7CPPGV75I1IF,CL,23,59
QL5YOGKZIB75IHIA,CL,27,45
QLMVK3VG1Z1UMXO0,CL,16,67
QQJR0T1C9I2ZI0S3,CL,30,54
QTPMGIASI68JCQNF,CL,26,125
QU3BCY9R4Y84F6BE,CL,24,41
QUYM8C7XMGRTA9Y0,CL,23,22
QX2A5HBGRAHWJGCT,CL,6,60
QZJLH22I2BM1A4MP,CL,47,65
R1OHHYAM8DYWPUEL,CL,85,102
R268KDFH2AK49LP0,CL,41,33
R2ZCJ3QTICS5YU6W,CL,23,21
R5YO05PZMF2YZ4WS,CL,27,55
R8RXHKUMZGTEMGW6,CL,18,62
REA1GG5I7KXJTFHQ,CL,72,186
RFCYBPW8BGWDCCR6,CL,13,61
RHPFAGU2GJA5MGNY,CL,58,69
RIFC5JNYUSIJX92X,CL,7,67
RJ4QXRCAYJZOKYKS,CL,24,92
RJVPXI54SPXTROHF,CL,15,58
RKQWT8700OH1VR3F,CL,8,52
RMMFSQD3KZN3ENZ2,CL,11,56
RN1K798MO9RHPS6U,CL,28,25
RN96GYNO00OV2TUH,CL,24,36
ROZ324J1B8IOXPXR,CL,26,184
RPNK5R222NE3J5KN,CL,22,29
RROSY3CCY6HHDJ8F,CL,53,64
RTS1Z0LKSPCQM0VU,CL,36,63
RU7QMHIXXIER413X,CL,18,51
RUVFCZ8LA8VXJOVS,CL,21,98
RV9WFHJCFG1IHHIK,CL,33,38
RXARM98JTQ8IWEGQ,CL,27,63
RXMUPDO9HUXFP49Z,CL,47,96
S0U9XY18LPJA3V72,CL,27,43
S23CBDZSEUF8JHC5,CL,37,29
S284Z7M7NVT6UCRX,CL,22,30
S7E4DK09GPY3H461,CL,22,42
S7KZMU8DCS0EEU9M,CL,8,53
S89RQL1KRR553SVO,CL,23,30
SA0TM1TZEJH42I36,CL,22,34
SAKJHVYVPBEZBQVX,CL,15,77
SEJ0KC1G3MF3YHHN,CL,30,17
SF94C9C3BOHB5B7C,CL,14,61
SJ3XIB6DC3X0BRKV,CL,24,12
SKJPN4KM152M1IZC,CL,30,30
SZNKY1WPC4CS68LR,CL,51,76
T3K80BLAYP4582AU,CL,31,50
T3MAPAQ4C8YQSAD7,CL,117,42
T5EHMA3EHKMFWHBJ,CL,23,41
T7EB8QHZY3RCT16M,CL,13,63
T96U9OWMNRMQCJWQ,CL,11,65
T980RZNMMFMFZJGC,CL,39,112
TAJIWDOP7L2NLQ2Y,CL,22,62
TAZUSVMZA7J91LY6,CL,21,23
TBXT8FC3IVJ053LD,CL,8,54
TD4OKQ7WALYWPTC0,CL,20,56
TFJ9IZ4HQYMI1MJI,CL,14,50
TFZEASJ1CFLCEU5Q,CL,29,35
TIHV2WXB178FDAJQ,CL,30,38
TJZWVSU47JZCA7X4,CL,11,72
TMTPB5WZDF2VG9MN,CL,13,71
TNR9A844S3NEC9SE,CL,22,25
TQ3EMHHPFWIT6A99,CL,21,30
TT10Z3A0MZKVTAOC,CL,22,29
TU4VVRKTUBCOMFT2,CL,56,232
TV6U5QPNRZ8E4JZU,CL,26,161
TWJ1YQL4HTIOFQN8,CL,30,42
TWO75B55XFX82TFW,CL,26,19
TWZ1DRS71IWMUPXX,CL,10,50
U2I1QYRD2A7NG2PG,CL,35,38
U6QWV2P025QYE1UC,CL,21,20
U8YLAPMRZNRBJHEM,CL,27,90
UAQN17L66DBQ4DIY,CL,23,76
UE1VBZRWR008U8UY,CL,77,26
UHYTBWYYW0EGU9YW,CL,22,68
UIDTBUVSI8R0O2L7,CL,38,61
UIY2TC49NPC7A7OP,CL,21,30
UL3HZ5OC7NASPB2U,CL,81,195
ULQO96K5UZ26YHMU,CL,25,39
UPKZOVYB1JL2RVAN,CL,29,43
UU9T2HM3EWM105RC,CL,11,59
UUDC0QQNQAT3CCKW,CL,27,22
UVY1DABSYKPDWYL9,CL,13,57
UW952VC9NWM9ZKVX,CL,10,77
UX04FESW392ZSW3R,CL,24,53
UXHX1DVTVR7SSEAM,CL,23,39
V0HPKKGVYWYXYS1O,CL,16,60
V1YT5OP9JU1QMG97,CL,86,266
V4VYW5LSDWGRSZS5,CL,25,42
V7V332V9SM02M9RL,CL,30,28
V9YPB12PM2JB1UIB,CL,23,47
VAXT52E9QXLQMICX,CL,27,66
VCM6VSK9AU65EO87,CL,188,45
VDBJTUCDVJTLRD0A,CL,27,39
VE0178Z03ARPXR6F,CL,38,145
VEF2F5TZP789QQ2A,CL,23,25
VG0IWFAWC8KLC0SD,CL,15,67
VJIQ1VNY8NU5LUD9,CL,47,54
VMW2WLJ018BA5HPZ,CL,44,62
VN22BZDKEEBT9KZD,CL,73,206
VRNX70G9R2IY0A8E,CL,20,125
VU8TUJX1BMCRCRC9,CL,14,62
VY0L0LWFP45CK6KQ,CL,22,67
W1SIVCDQKZSWC4T3,CL,42,53
W44Q3BW6TRHBAFNB,CL,25,22
W55SDKWQDYBT0XDP,CL,23,62
W5HQWJG6Z0KH821Z,CL,26,40
W9ED6AKIDUFGPM2T,CL,19,50
WAUY4LNXTF1B4UW9,CL,34,52
WE3HB2B4XI1GK4AF,CL,38,77
WEC5B695FZBXVDAH,CL,25,45
WFP8514EFUCL2S1D,CL,22,57
WI7MKMMK2TETTRTG,CL,32,53
WJ45I3AOEBLSP146,CL,24,27
WM6N55YR3G5ROLO6,CL,23,32
WOMLSM48AF2ZR2HF,CL,7,83
WP96IQNELGFHLRV8,CL,21,32
WQHZ7XPY20DXEDZ5,CL,50,62
WUIZ62NKKLR5OBAO,CL,31,90
WXJ59HEVTNL3DQC8,CL,33,34
X00QTEOVP0OU968J,CL,15,110
X5VRO8PXH2EN61J2,CL,21,30
X9MAJL1BYRTMPXOT,CL,29,73
XB3N5BEMOW1YH1EX,CL,28,24
XB6O39L4LZWRYBUV,CL,36,264
XCKNUHC0CL9QF5RT,CL,7,52
XF5E3E2BN3FYR5E8,CL,34,48
XFBZC80NNF89YMM8,CL,17,66
XGBP7YIXY1BA957N,CL,22,36
XIS4JDBIYZQQBSHL,CL,7,56
XLPZQ3UFF2ZDDJZQ,CL,7,63
XT8MN1FWZKHKNLJQ,CL,22,19
XU8AH7EPT471D5VL,CL,100,298
XVIXM365OVD64HGL,CL,30,71
XX1CX0V8RWSEHXQS,CL,19,57
XXVOC2JY30AWNBIC,CL,22,74
XZ3RNXVAY9E5SBTF,CL,10,54
Y02BOVDMF7AYF8BM,CL,34,207
Y22MJS4UU8H9SHXW,CL,29,143
Y3MCRREDUP17IJEF,CL,71,55
Y3MXJJFBRI6IDOKW,CL,13,63
Y7FBWVCJVD8WG4PC,CL,32,81
Y7N4L380IKHGB6H2,CL,14,72
YAAGIZAILYRZ1XY8,CL,18,94
YB1ZGB5OMSQ5H608,CL,23,33
YB8YLO9M3COBB8RU,CL,16,63
YBPFV955O3BXGJSN,CL,189,48
YBSCHV9PEAZB0TEC,CL,8,70
YEPLCOK2FJGAZHQ0,CL,31,20
YF4KVKV4NBDJEKC8,CL,23,105
YFUUDMDZXKVQ4PO2,CL,18,50
YGCWN9089J70FXBF,CL,24,45
YH1BWOBNOD4QFVEL,CL,12,56
YLFA1YVMLLO9A7LM,CL,3,58
YLOL6KG6JIYS2Q9N,CL,23,30
YNX4I8ILLI7QXFZW,CL,21,28
YO10HOBJONNGSU28,CL,24,26
YRGH6ICE4YZUI2ZV,CL,30,61
YT3QJBNHZ1QVNU41,CL,45,73
YWGTAX5AGO6DRZJK,CL,26,52
YWYAT0OL06RJJDQT,CL,26,22
YXVWRL47XAM6N9K3,CL,35,55
YZFT9XW029THGH92,CL,38,43
YZSBVB1N7VPBDJSM,CL,24,39
Z4D8YMIKOEC81RWG,CL,25,65
Z5O0DZ8RA11QQ6XW,CL,24,46
Z5O9412KSI6VVNX8,CL,21,13
Z6TUP46WAYMWF3UG,CL,22,38
Z8G833QIR8PAPKFF,CL,24,28
ZD1KWICZESI2NKJN,CL,32,47
ZE6BVJLDZVJWXLTD,CL,17,75
ZEWQN9ZR4T2SUBO8,CL,29,19
ZF5RKX8ABDEI177T,CL,18,50
ZGBRHJV4ZSQKIKD1,CL,5,62
ZGCKG2VPOCZQRU7M,CL,12,51
ZHY2W4L9UKQ9FQIJ,CL,7,56
ZKEM1T93GU1LSXKW,CL,22,67
ZKMG6F1OL8A1OFX2,CL,25,47
ZL2ITDLJPCVZ68B7,CL,21,77
ZL5QH2QSOT933G2B,CL,11,66
ZNZ6GUQI33JPLGIR,CL,13,50
ZO7CP3V4NFMPNW6L,CL,31,40
ZPYSPLMP2MI71BT6,CL,15,74
ZR3A5X4IBSAF7A68,CL,21,42
ZROLE0U6ZVRSO8EF,CL,8,53
ZT2QXCHRGLBP9PGR,CL,15,51
ZVT8PXE33IAQ0WCG,CL,30,195
a30cef55-a9a2-1466-6582-79465e124bea,CL,25,26
c9d9d1a2-4f24-4232-09c0-70a6b8862ec5,CL,15,91
f0a859ef-c7cc-2877-f9ff-eb46116e8ef6,CL,34,57
"00DWUKUU606CWC5A",CO,22,25
"068KLDFFYK943DRN",CO,39,69
"06ELVAKFQ9OM4T7D",CO,25,19
"0830GSMTVA1IPQOD",CO,27,16
"0A9WKGYFBWJ7L686",CO,15,86
"0B0B0XHXRFYD1GXZ",CO,7,57
"0BTE3YRG0VWX7WPJ",CO,14,54
"0FVOZ984FZWI4YMW",CO,22,13
"0LW2WU4MJ99DP9BE",CO,35,57
"0NGK06R8YZCZG7L9",CO,23,39
"0O5KIJL9H4TPLEXP",CO,22,38
"0RZZ13PRQ3ZL95Q5",CO,148,79
"0WF5V9JRFPLVIXXW",CO,8,60
"0ZFY288499J5TCND",CO,8,50
"10HJUKEYDBX1CZPC",CO,5,56
"11G0VLA7ALINXE2T",CO,27,18
"11IYA7024SC18FHU",CO,12,63
"11QE0QTU37YML3XB",CO,25,74
"1225TB64YBUL3QV3",CO,24,19
"1227XX0JGJOOP6OK",CO,23,19
"12M6FPBA2M75ERO6",CO,32,128
"14HKAD8UAYUWQW67",CO,14,69
"1521UYXBJ8I9WPZ6",CO,24,16
"1DJ24DBG5E2HO4FX",CO,9,56
"1EJIJ8L926ZW3RET",CO,28,18
"1FC8S8I1P9VO2QTV",CO,10,65
"1FWB6O4Y2XCJKJXF",CO,23,15
"1LZNCZPF5O37ERC6",CO,30,105
"1M7WYHIY3V3K9MJZ",CO,15,50
"1QTWLUK1O9W5HUYR",CO,25,32
"1SS2BXALJHKV3GZN",CO,25,16
"1TJ3YE6CI9VFW6GA",CO,16,76
"1YOYBRC91RUWAM5S",CO,20,51
"1ZWL105E63VW89VY",CO,27,27
"1ZYBIG8H5J12JF07",CO,36,82
"22H391W7NRAE1KQQ",CO,35,115
"24CMVPEYU5DYIUJP",CO,24,52
"26PKUQQVTW2HO79Y",CO,9,50
"27LDKV8A2Q8ZRUZ6",CO,14,164
"28HQD4NIMJJSDUZF",CO,106,55
"2A0PIQOB59NRN3W9",CO,18,61
"2AHWGXYUKVOGJAMP",CO,23,8
"2BME45UEI0177XJC",CO,6,51
"2D4QBQECI2DA043J",CO,42,72
"2GK8L1LZI21021NL",CO,21,23
"2GV97FYDKGFPP7QP",CO,24,48
"2HXTVF6SLD6J45JS",CO,25,120
"2KMFVN60ZOBJBS8B",CO,22,54
"2M12WL84CFQLLT7Z",CO,8,65
"2NDZE0TGT34L3M4R",CO,11,113
"2O5B0D9WOXTUZBRH",CO,45,43
"2YGP0IO5M6BLXGEH",CO,12,80
"30ZNNALKDEXXTHJ3",CO,36,52
"3359KGUVT6YTKFK4",CO,10,53
"3ADQDL05EIO4ZNDX",CO,34,13
"3C08CXY7CJOKOXN3",CO,33,48
"3D15P79HYIZTUT8Y",CO,29,65
"3HABLCTE85WBH9ZJ",CO,21,26
"3IDGBI6Q454T8G0D",CO,29,65
"3KR50E7XL4PP9G17",CO,21,20
"3KY20BV63POFKT71",CO,10,87
"3L9VL0PKB58D65EB",CO,26,98
"3LPGOCN0CD3ADVEF",CO,22,69
"3NF6R7HBVFEFXHAM",CO,14,58
"3ORZMAEZFEEQA8M3",CO,4,59
"3R1RWD6DT405IC1I",CO,7,60
"3R2NE7HKQG4B49YM",CO,35,35
"3RBM6DIF7R2SWV9Y",CO,15,122
"3U64H6UNAU96RGIR",CO,11,70
"3WU2CYYW6LN0DNOS",CO,24,57
"3XRUB7G0EU8UMQMW",CO,58,38
"49UL2ECLEGGLLVEB",CO,64,63
"4B27N1RY6F9PHYHG",CO,10,50
"4BW4RTTN83DIZ837",CO,31,20
"4C28FYLKUOV5KTFW",CO,23,25
"4CR3D3C5B4Z7PWRO",CO,23,39
"4IPL9N0NRYV1WSXI",CO,28,31
"4K6T43RU3LY8PGCG",CO,4,56
"4M5ZHIURXJ5IJKIU",CO,26,34
"4QH0Q6SQ9SUKB5SR",CO,90,381
"4SFHHYFBCD3DKNSB",CO,26,38
"51LMFE10V05SM4GP",CO,14,54
"52IY1D6VFG9B442X",CO,23,34
"53I90O73GBQCHOOM",CO,6,52
"56P0E775NMGEMQ8Y",CO,19,120
"57ODBD1G2BVDZVYQ",CO,23,55
"582IOY3AW3WJ49FM",CO,23,42
"59Q1I43Z2RRX9NLN",CO,10,57
"5C87XMNNBKO18EB3",CO,24,25
"5CFE376BQRRF8ZCV",CO,30,39
"5I3AV5FYWJDF0B0K",CO,23,26
"5JD89QWL4EO86S56",CO,28,39
"5MBFTAA6YV7SQFYI",CO,39,89
"5MVGHAABS896MY07",CO,40,84
"5PGFGE2HFOIQHKE3",CO,9,55
"63SBJ29OTM4INACT",CO,12,53
"664O05TCBDGX1POO",CO,8,57
"665S7PY5XDPZPR6J",CO,9,59
"6C5LKTZWUBRB7KZI",CO,105,111
"6E74YFPLO2EFUSHV",CO,25,56
"6G94K6XYD86VDZC0",CO,28,38
"6GP70Q3BXCBSWF5I",CO,23,62
"6HZW9KLF32P3Y90L",CO,29,58
"6LT5X4SZMCQF360L",CO,6,54
"6NM5AVZCFNTN1MJ6",CO,25,19
"6QDKID39QJUOBFMP",CO,26,48
"6TI328HJYU2G6AYM",CO,6,52
"6X40JEYRWN5YMAEG",CO,21,16
"712FR5N6K2KH9I75",CO,65,41
"72DMNNP2BNOK97MW",CO,34,22
"73EI00SPM6XPKG4Z",CO,5,67
"73FPV51ZHXCXNN37",CO,16,106
"74B7KNRQ86I8YG9F",CO,26,27
"776LVDESQQLTK6B8",CO,18,68
"7805SLD1QAVJ3YVV",CO,18,86
"7F47ZD3BEKDQ9GXR",CO,38,89
"7GF0OXS0G99H91TW",CO,51,78
"7H9ESV1PHQ6YEHCF",CO,27,104
"7JRTQT2R451AZN7U",CO,23,10
"7MZ6G7PGZVRQLCFW",CO,30,64
"7NRZQTCFI2DCCAEG",CO,23,39
"7PWZ1CK46MP77PZU",CO,41,96
"7QNGY3G5BV41EKHX",CO,35,22
"7QTY2N2WKE6P49PT",CO,21,9
"7TAKWLU7QT5XZXXN",CO,29,20
"7TOZCQF3C5LPLXG8",CO,26,30
"7ULY4M0TTYWHU4CO",CO,6,53
"7V9XIJU7GLR992UD",CO,30,8
"7X80F42QWARUVKHR",CO,5,52
"89D5ZKDL0Z6MLWMU",CO,8,91
"89UO3P5LJE2WY2HG",CO,6,61
"8ARO1K92EM23T28Z",CO,35,35
"8ATZ329UH7RNRK2K",CO,12,59
"8BSQIJVQO3BCMI7P",CO,42,79
"8DU1ZPYIBQ5HO4U8",CO,13,75
"8EWXEHJ161BB76PS",CO,41,44
"8IEWL2AW6CE3ROWR",CO,14,59
"8JXY2BGWZPNJABHB",CO,4,61
"8LKT7ZOXJ43P04Q5",CO,28,67
"8OFFRUGG0IC06IJ6",CO,38,73
"8OLMTMZU59FXSBEQ",CO,29,17
"8QEWWBBCZ7IQR0DH",CO,16,65
"8R2ST766PBMWR1NX",CO,22,26
